,Unnamed: 0,Country,Year,Month,Pollutant,GHG,Element,Temperature
726,726,Australia,1991,April,Methane,124308.869,Temperature change,0.434
728,728,Australia,1991,May,Methane,124308.869,Temperature change,0.755
730,730,Australia,1991,June,Methane,124308.869,Temperature change,1.745
732,732,Australia,1991,July,Methane,124308.869,Temperature change,0.5479999999999999
734,734,Australia,1991,August,Methane,124308.869,Temperature change,0.40700000000000003
736,736,Australia,1991,September,Methane,124308.869,Temperature change,0.73
738,738,Australia,1991,October,Methane,124308.869,Temperature change,1.544
740,740,Australia,1991,November,Methane,124308.869,Temperature change,0.29600000000000004
742,742,Australia,1991,December,Methane,124308.869,Temperature change,-0.011000000000000001
744,744,Australia,1992,January,Methane,123741.408,Temperature change,-0.161
746,746,Australia,1992,February,Methane,123741.408,Temperature change,0.414
748,748,Australia,1992,March,Methane,123741.408,Temperature change,0.995
750,750,Australia,1992,April,Methane,123741.408,Temperature change,0.851
752,752,Australia,1992,May,Methane,123741.408,Temperature change,0.7509999999999999
754,754,Australia,1992,June,Methane,123741.408,Temperature change,0.156
756,756,Australia,1992,July,Methane,123741.408,Temperature change,0.649
758,758,Australia,1992,August,Methane,123741.408,Temperature change,0.32899999999999996
760,760,Australia,1992,September,Methane,123741.408,Temperature change,0.037000000000000005
762,762,Australia,1992,October,Methane,123741.408,Temperature change,-0.41100000000000003
764,764,Australia,1992,November,Methane,123741.408,Temperature change,-1.024
766,766,Australia,1992,December,Methane,123741.408,Temperature change,-0.391
768,768,Australia,1993,January,Methane,120117.915,Temperature change,0.578
770,770,Australia,1993,February,Methane,120117.915,Temperature change,-0.192
772,772,Australia,1993,March,Methane,120117.915,Temperature change,0.141
774,774,Australia,1993,April,Methane,120117.915,Temperature change,1.242
776,776,Australia,1993,May,Methane,120117.915,Temperature change,1.021
778,778,Australia,1993,June,Methane,120117.915,Temperature change,-0.012
780,780,Australia,1993,July,Methane,120117.915,Temperature change,1.172
782,782,Australia,1993,August,Methane,120117.915,Temperature change,0.8490000000000001
784,784,Australia,1993,September,Methane,120117.915,Temperature change,0.293
786,786,Australia,1993,October,Methane,120117.915,Temperature change,-0.38799999999999996
788,788,Australia,1993,November,Methane,120117.915,Temperature change,0.6629999999999999
790,790,Australia,1993,December,Methane,120117.915,Temperature change,-0.439
792,792,Australia,1994,January,Methane,116834.942,Temperature change,0.909
794,794,Australia,1994,February,Methane,116834.942,Temperature change,0.032
796,796,Australia,1994,March,Methane,116834.942,Temperature change,-0.6920000000000001
798,798,Australia,1994,April,Methane,116834.942,Temperature change,0.003
800,800,Australia,1994,May,Methane,116834.942,Temperature change,0.635
802,802,Australia,1994,June,Methane,116834.942,Temperature change,0.043
804,804,Australia,1994,July,Methane,116834.942,Temperature change,0.365
806,806,Australia,1994,August,Methane,116834.942,Temperature change,-0.223
808,808,Australia,1994,September,Methane,116834.942,Temperature change,0.258
810,810,Australia,1994,October,Methane,116834.942,Temperature change,0.6659999999999999
812,812,Australia,1994,November,Methane,116834.942,Temperature change,0.428
814,814,Australia,1994,December,Methane,116834.942,Temperature change,1.016
816,816,Australia,1995,January,Methane,115158.282,Temperature change,0.389
818,818,Australia,1995,February,Methane,115158.282,Temperature change,-0.155
820,820,Australia,1995,March,Methane,115158.282,Temperature change,-0.55
822,822,Australia,1995,April,Methane,115158.282,Temperature change,-0.6729999999999999
824,824,Australia,1995,May,Methane,115158.282,Temperature change,0.109
826,826,Australia,1995,June,Methane,115158.282,Temperature change,0.353
828,828,Australia,1995,July,Methane,115158.282,Temperature change,0.44799999999999995
830,830,Australia,1995,August,Methane,115158.282,Temperature change,1.224
832,832,Australia,1995,September,Methane,115158.282,Temperature change,1.2819999999999998
834,834,Australia,1995,October,Methane,115158.282,Temperature change,0.13699999999999998
836,836,Australia,1995,November,Methane,115158.282,Temperature change,0.575
838,838,Australia,1995,December,Methane,115158.282,Temperature change,-0.281
840,840,Australia,1996,January,Methane,115355.759,Temperature change,0.155
842,842,Australia,1996,February,Methane,115355.759,Temperature change,0.37200000000000005
844,844,Australia,1996,March,Methane,115355.759,Temperature change,0.077
846,846,Australia,1996,April,Methane,115355.759,Temperature change,-0.125
848,848,Australia,1996,May,Methane,115355.759,Temperature change,0.6990000000000001
850,850,Australia,1996,June,Methane,115355.759,Temperature change,2.049
852,852,Australia,1996,July,Methane,115355.759,Temperature change,0.924
854,854,Australia,1996,August,Methane,115355.759,Temperature change,0.838
856,856,Australia,1996,September,Methane,115355.759,Temperature change,0.716
858,858,Australia,1996,October,Methane,115355.759,Temperature change,0.741
860,860,Australia,1996,November,Methane,115355.759,Temperature change,0.099
862,862,Australia,1996,December,Methane,115355.759,Temperature change,0.19699999999999998
864,864,Australia,1997,January,Methane,118199.041,Temperature change,-0.213
866,866,Australia,1997,February,Methane,118199.041,Temperature change,1.004
868,868,Australia,1997,March,Methane,118199.041,Temperature change,-0.629
870,870,Australia,1997,April,Methane,118199.041,Temperature change,0.22
872,872,Australia,1997,May,Methane,118199.041,Temperature change,0.39799999999999996
874,874,Australia,1997,June,Methane,118199.041,Temperature change,0.009000000000000001
876,876,Australia,1997,July,Methane,118199.041,Temperature change,-0.395
878,878,Australia,1997,August,Methane,118199.041,Temperature change,0.13
880,880,Australia,1997,September,Methane,118199.041,Temperature change,1.341
882,882,Australia,1997,October,Methane,118199.041,Temperature change,0.779
884,884,Australia,1997,November,Methane,118199.041,Temperature change,0.965
886,886,Australia,1997,December,Methane,118199.041,Temperature change,1.075
888,888,Australia,1998,January,Methane,117153.718,Temperature change,0.9490000000000001
890,890,Australia,1998,February,Methane,117153.718,Temperature change,1.3459999999999999
892,892,Australia,1998,March,Methane,117153.718,Temperature change,1.193
894,894,Australia,1998,April,Methane,117153.718,Temperature change,0.574
896,896,Australia,1998,May,Methane,117153.718,Temperature change,1.6280000000000001
898,898,Australia,1998,June,Methane,117153.718,Temperature change,0.621
900,900,Australia,1998,July,Methane,117153.718,Temperature change,0.57
902,902,Australia,1998,August,Methane,117153.718,Temperature change,1.6869999999999998
904,904,Australia,1998,September,Methane,117153.718,Temperature change,1.51
906,906,Australia,1998,October,Methane,117153.718,Temperature change,0.863
908,908,Australia,1998,November,Methane,117153.718,Temperature change,0.245
910,910,Australia,1998,December,Methane,117153.718,Temperature change,0.324
912,912,Australia,1999,January,Methane,113023.535,Temperature change,1.276
914,914,Australia,1999,February,Methane,113023.535,Temperature change,0.262
916,916,Australia,1999,March,Methane,113023.535,Temperature change,0.518
918,918,Australia,1999,April,Methane,113023.535,Temperature change,-0.737
920,920,Australia,1999,May,Methane,113023.535,Temperature change,1.305
922,922,Australia,1999,June,Methane,113023.535,Temperature change,0.505
924,924,Australia,1999,July,Methane,113023.535,Temperature change,0.789
926,926,Australia,1999,August,Methane,113023.535,Temperature change,1.052
928,928,Australia,1999,September,Methane,113023.535,Temperature change,1.4909999999999999
930,930,Australia,1999,October,Methane,113023.535,Temperature change,0.91
932,932,Australia,1999,November,Methane,113023.535,Temperature change,-1.1909999999999998
934,934,Australia,1999,December,Methane,113023.535,Temperature change,-0.716
936,936,Australia,2000,January,Methane,116699.185,Temperature change,-0.557
938,938,Australia,2000,February,Methane,116699.185,Temperature change,0.318
940,940,Australia,2000,March,Methane,116699.185,Temperature change,0.022000000000000002
942,942,Australia,2000,April,Methane,116699.185,Temperature change,0.171
944,944,Australia,2000,May,Methane,116699.185,Temperature change,-0.653
946,946,Australia,2000,June,Methane,116699.185,Temperature change,-0.648
948,948,Australia,2000,July,Methane,116699.185,Temperature change,0.741
950,950,Australia,2000,August,Methane,116699.185,Temperature change,0.319
952,952,Australia,2000,September,Methane,116699.185,Temperature change,1.8630000000000002
954,954,Australia,2000,October,Methane,116699.185,Temperature change,0.057999999999999996
956,956,Australia,2000,November,Methane,116699.185,Temperature change,0.5429999999999999
958,958,Australia,2000,December,Methane,116699.185,Temperature change,0.10800000000000001
960,960,Australia,2001,January,Methane,115299.175,Temperature change,1.334
962,962,Australia,2001,February,Methane,115299.175,Temperature change,0.573
964,964,Australia,2001,March,Methane,115299.175,Temperature change,-0.451
966,966,Australia,2001,April,Methane,115299.175,Temperature change,0.325
968,968,Australia,2001,May,Methane,115299.175,Temperature change,-0.05
970,970,Australia,2001,June,Methane,115299.175,Temperature change,0.902
972,972,Australia,2001,July,Methane,115299.175,Temperature change,0.643
974,974,Australia,2001,August,Methane,115299.175,Temperature change,0.298
976,976,Australia,2001,September,Methane,115299.175,Temperature change,1.198
978,978,Australia,2001,October,Methane,115299.175,Temperature change,-0.748
980,980,Australia,2001,November,Methane,115299.175,Temperature change,-0.287
982,982,Australia,2001,December,Methane,115299.175,Temperature change,-0.434
984,984,Australia,2002,January,Methane,113507.386,Temperature change,0.13
986,986,Australia,2002,February,Methane,113507.386,Temperature change,-0.4
988,988,Australia,2002,March,Methane,113507.386,Temperature change,0.384
990,990,Australia,2002,April,Methane,113507.386,Temperature change,1.7690000000000001
992,992,Australia,2002,May,Methane,113507.386,Temperature change,1.6669999999999998
994,994,Australia,2002,June,Methane,113507.386,Temperature change,0.41100000000000003
996,996,Australia,2002,July,Methane,113507.386,Temperature change,0.535
998,998,Australia,2002,August,Methane,113507.386,Temperature change,0.42100000000000004
1000,1000,Australia,2002,September,Methane,113507.386,Temperature change,1.2570000000000001
1002,1002,Australia,2002,October,Methane,113507.386,Temperature change,1.052
1004,1004,Australia,2002,November,Methane,113507.386,Temperature change,1.679
1006,1006,Australia,2002,December,Methane,113507.386,Temperature change,1.117
1008,1008,Australia,2003,January,Methane,108063.873,Temperature change,0.882
1010,1010,Australia,2003,February,Methane,108063.873,Temperature change,1.025
1012,1012,Australia,2003,March,Methane,108063.873,Temperature change,-0.36200000000000004
1014,1014,Australia,2003,April,Methane,108063.873,Temperature change,0.9109999999999999
1016,1016,Australia,2003,May,Methane,108063.873,Temperature change,1.345
1018,1018,Australia,2003,June,Methane,108063.873,Temperature change,0.831
1020,1020,Australia,2003,July,Methane,108063.873,Temperature change,0.988
1022,1022,Australia,2003,August,Methane,108063.873,Temperature change,0.74
1024,1024,Australia,2003,September,Methane,108063.873,Temperature change,1.385
1026,1026,Australia,2003,October,Methane,108063.873,Temperature change,-0.26
1028,1028,Australia,2003,November,Methane,108063.873,Temperature change,0.8859999999999999
1030,1030,Australia,2003,December,Methane,108063.873,Temperature change,1.14
1032,1032,Australia,2004,January,Methane,110200.455,Temperature change,0.595
1034,1034,Australia,2004,February,Methane,110200.455,Temperature change,0.9570000000000001
1036,1036,Australia,2004,March,Methane,110200.455,Temperature change,0.37200000000000005
1038,1038,Australia,2004,April,Methane,110200.455,Temperature change,1.034
1040,1040,Australia,2004,May,Methane,110200.455,Temperature change,0.37799999999999995
1042,1042,Australia,2004,June,Methane,110200.455,Temperature change,0.688
1044,1044,Australia,2004,July,Methane,110200.455,Temperature change,0.455
1046,1046,Australia,2004,August,Methane,110200.455,Temperature change,0.11199999999999999
1048,1048,Australia,2004,September,Methane,110200.455,Temperature change,0.011000000000000001
1050,1050,Australia,2004,October,Methane,110200.455,Temperature change,1.784
1052,1052,Australia,2004,November,Methane,110200.455,Temperature change,0.532
1054,1054,Australia,2004,December,Methane,110200.455,Temperature change,0.675
1056,1056,Australia,2005,January,Methane,111908.876,Temperature change,0.6779999999999999
1058,1058,Australia,2005,February,Methane,111908.876,Temperature change,0.787
1060,1060,Australia,2005,March,Methane,111908.876,Temperature change,1.032
1062,1062,Australia,2005,April,Methane,111908.876,Temperature change,2.471
1064,1064,Australia,2005,May,Methane,111908.876,Temperature change,1.548
1066,1066,Australia,2005,June,Methane,111908.876,Temperature change,1.023
1068,1068,Australia,2005,July,Methane,111908.876,Temperature change,1.256
1070,1070,Australia,2005,August,Methane,111908.876,Temperature change,0.614
1072,1072,Australia,2005,September,Methane,111908.876,Temperature change,1.324
1074,1074,Australia,2005,October,Methane,111908.876,Temperature change,1.3519999999999999
1076,1076,Australia,2005,November,Methane,111908.876,Temperature change,0.965
1078,1078,Australia,2005,December,Methane,111908.876,Temperature change,1.1179999999999999
1080,1080,Australia,2006,January,Methane,111344.131,Temperature change,1.185
1082,1082,Australia,2006,February,Methane,111344.131,Temperature change,0.6609999999999999
1084,1084,Australia,2006,March,Methane,111344.131,Temperature change,0.6859999999999999
1086,1086,Australia,2006,April,Methane,111344.131,Temperature change,-0.486
1088,1088,Australia,2006,May,Methane,111344.131,Temperature change,-0.565
1090,1090,Australia,2006,June,Methane,111344.131,Temperature change,-0.8490000000000001
